experiment,analysis,intercept,logit,hdi95
HH,underweighting,-0.04218428089772852,0.119541316395528,1
HH,underweighting,0.2785736051926197,0.10766890950784416,1
HH,underweighting,0.0258011699293203,-0.06987799311041164,1
HH,underweighting,-0.08628046030231856,0.16288864098206504,1
HH,underweighting,-0.04295356023702037,0.21469691580678804,1
HH,underweighting,-0.016966455845832843,0.3169337966806843,1
HH,underweighting,-0.020465877269912194,0.195501889442426,1
HH,underweighting,0.013528962324231697,0.0799772580601232,1
HH,underweighting,-0.015605692162422658,0.18794166918462016,1
HH,underweighting,-0.20131706776614722,0.1542822669763146,1
HH,underweighting,-0.3373048747235667,0.27144255532317274,1
HH,underweighting,-0.19346669986848494,-0.009793591814408158,1
HH,underweighting,-0.14346529590557877,0.18106305532086697,1
HH,underweighting,-0.0485791792963915,0.302741029086606,1
HH,underweighting,0.16039925103696812,0.13663476993265275,1
HH,underweighting,0.2076127189098081,-0.028600686503886332,1
HH,underweighting,-0.11600455713823608,0.11928554683090349,1
HH,underweighting,0.08153827109816442,-0.018982629260730303,1
HH,underweighting,-0.15752778797012726,0.44049100544657876,1
HH,underweighting,0.24942680419894447,-0.13056257135857535,1
HH,underweighting,0.21649281004647544,0.07954991917728053,1
HH,underweighting,-0.20363743388224295,-0.05812026807631972,1
HH,underweighting,0.03809777841575229,0.019596344867459054,1
HH,underweighting,0.2734570715733524,0.1325489835431741,1
HH,underweighting,0.3527483916168721,0.2997160467590278,1
HH,underweighting,0.25904246595935176,0.01415824194807226,1
HH,underweighting,0.30149140419133796,0.12982641345558657,1
HH,underweighting,0.07651315616340665,0.34114567008295765,1
HH,underweighting,0.2646255188958934,0.3240756860085998,1
HH,underweighting,-0.2857708832073377,0.1259700440546087,1
HH,underweighting,0.004207287949325018,0.03440578162084445,1
HH,underweighting,-0.0625812903957082,0.27137299011290245,1
HH,underweighting,-0.15537757416707154,0.35716021683228516,1
HH,underweighting,-0.13465371934863643,0.09926963681061501,1
HH,underweighting,0.02732766360331795,0.24793524308710088,1
HH,underweighting,0.07835641249904811,-0.024322195550944437,1
HH,underweighting,-0.2469753439585969,0.27059504375720456,1
HH,underweighting,-0.17867715919869176,0.23391525098347712,1
HH,underweighting,-0.06725526988162264,0.2523997937643796,1
HH,underweighting,-0.04700275628133444,0.2467438177685449,1
HH,underweighting,0.2886015495041087,0.022110921192462794,1
HH,underweighting,0.14743358542648993,-0.0957031952460872,1
HH,underweighting,0.27146927880817484,-0.19188562627725134,1
HH,underweighting,-0.15703147460967481,0.2031051345684286,1
HH,underweighting,-0.08659191274389387,0.43468782685522955,1
HH,underweighting,-0.06510828905124266,-0.04992619512430495,1
HH,underweighting,0.06157360372139824,0.1869894076615417,1
HH,underweighting,-0.1576191182297927,-0.005889924457442708,1
HH,underweighting,-0.2154741773787745,-0.05965589693586589,1
HH,underweighting,0.11211923107971207,0.3715637744958278,1
HH,underweighting,-0.06102207907010267,0.23587562912438081,1
HH,underweighting,0.2029439278478136,0.1024867587171309,1
HH,underweighting,0.17063692352411577,0.16313636850704713,1
HH,underweighting,-0.0022927968713497143,0.0037407507374738877,1
HH,underweighting,-0.23831803549016645,0.3199639262580618,1
HH,underweighting,-0.22412948733892643,-0.4062940555062275,0
HH,underweighting,-0.11920149186719475,0.5380212784783792,1
HH,underweighting,-0.015540207856990533,0.11045243586782687,1
HH,underweighting,0.00719230489415399,0.1788444900471473,1
HH,underweighting,0.36383954254506934,0.10561681828727208,1
HH,underweighting,0.26065759096875646,0.20660190432485345,1
HH,underweighting,0.12944180253136317,-0.055102632779459385,1
HH,underweighting,0.04937953915300002,0.4830503543088757,1
HH,underweighting,-0.13818289852605942,0.3789241760045853,1
HH,underweighting,-0.1991484097763241,0.3677709909096493,1
HH,underweighting,-0.39137587752405834,0.061790402271146225,1
HH,underweighting,-0.08633202520378787,-0.04825149275557494,1
HH,underweighting,-0.2590912640377585,0.30653265914410655,1
HH,underweighting,-0.2053410348368417,0.1292780650118052,1
HH,underweighting,-0.5293445593750585,-0.1466873646579348,1
HH,underweighting,-0.3415973207102417,-0.1929709098453032,1
HH,underweighting,0.5947902460609705,0.48387729571624544,1
HH,underweighting,0.13365578903445136,0.1716979964869117,1
HH,underweighting,-0.046636695070312637,0.10681626409039315,1
HH,underweighting,0.2438806817437021,0.29633483772252556,1
HH,underweighting,0.1522945931650008,0.5499621002593925,1
HH,underweighting,0.09820169616654492,0.5970201366898396,1
HH,underweighting,0.03226457240487329,-0.053157695032662836,1
HH,underweighting,-0.08885678976041007,0.22307302811162613,1
HH,underweighting,-0.11580925715319686,0.07414433590719419,1
HH,underweighting,0.21447522141250816,0.11329810672098406,1
HH,underweighting,0.36468607735246694,0.11605808339178675,1
HH,underweighting,0.04752916114101974,0.19463012048471204,1
HH,underweighting,0.04661369057927016,0.4444035704590008,1
HH,underweighting,-0.14458367186393276,0.2724399063335464,1
HH,underweighting,-0.011104161030231718,-0.06093190735536706,1
HH,underweighting,-0.12491451324769602,0.1752544274421482,1
HH,underweighting,-0.10224220965451998,0.3098315611170521,1
HH,underweighting,0.11927711517229561,0.0678022290589111,1
HH,underweighting,0.25283194686846333,0.20279255295177587,1
HH,underweighting,0.24161749023473272,0.3826779857300503,1
HH,underweighting,0.27427684075844533,0.05251803953328363,1
HH,underweighting,0.020654203665854215,0.024284202481640843,1
HH,underweighting,0.27912429739635525,0.270321071981378,1
HH,underweighting,-8.851914876023369e-4,0.04488585132800161,1
HH,underweighting,-0.13992110501266916,0.048362873349987116,1
HH,underweighting,0.1896308252193855,-0.08849440322675611,1
HH,underweighting,0.3689931058980758,0.33884524697700696,1
HH,underweighting,-0.017379212826813147,0.23496702085447793,1
HH,underweighting,-0.07560811185957858,0.35832623941444025,1
HH,underweighting,0.7536297805339186,0.047521464453967495,1
HH,underweighting,0.09554625609839246,0.03553443830249375,1
HH,underweighting,-0.211958609307125,-0.22327632472145767,1
HH,underweighting,0.2505887779020689,0.31880728010786924,1
HH,underweighting,-0.008408526245579038,-0.08389918881358155,1
HH,underweighting,-0.006917804351213034,0.5331596386250891,1
HH,underweighting,-0.19991863950140076,0.19698289281960965,1
HH,underweighting,-0.1455098185072029,0.3478397197467322,1
HH,underweighting,0.40785234732023146,-0.10112028061496933,1
HH,underweighting,-0.06044604515438372,0.23336982667392317,1
HH,underweighting,0.1386242632060451,-0.024936075511462704,1
HH,underweighting,0.06963953975019839,0.23556772263704737,1
HH,underweighting,-0.49132110086826863,0.4435746789256307,1
HH,underweighting,-0.11405502399597045,0.25271600447972814,1
HH,underweighting,-0.12453263176775484,-0.11687725221224592,1
HH,underweighting,-0.050400905554107096,-0.027588209308743842,1
HH,underweighting,-0.030909751037481302,0.44116867860255254,1
HH,underweighting,0.06809985887902287,0.49069891115570746,1
HH,underweighting,0.007008357306042358,0.4010618501638358,1
HH,underweighting,-0.24952400813393605,-0.18657196490260833,1
HH,underweighting,0.10883239730066027,0.07327751437174405,1
HH,underweighting,0.005964084164622974,0.0625723949737373,1
HH,underweighting,0.02439956131820396,0.2693126023756515,1
HH,underweighting,0.1334474615753391,0.36837194622823444,1
HH,underweighting,-0.16846932327022163,0.09980470859509452,1
HH,underweighting,0.06775420192066026,0.11165697307105119,1
HH,underweighting,-0.0024633042614419167,0.23829570068678638,1
HH,underweighting,-0.35107078642836276,-0.27126425647921987,0
HH,underweighting,-0.38304877919564384,0.5612585640808617,1
HH,underweighting,-0.24938097244268348,0.37401004147532874,1
HH,underweighting,-0.051417240834028065,0.33616964170614727,1
HH,underweighting,-0.31371178964974644,-0.016735562890006564,1
HH,underweighting,-0.44253814370352595,-0.16146268271586164,1
HH,underweighting,-0.35381519713889176,0.3053032928915998,1
HH,underweighting,-0.340839684253773,-0.0011710821808002846,1
HH,underweighting,-0.22632594503584152,-0.18622741123808836,1
HH,underweighting,-0.36673719749999784,0.14686849506696512,1
HH,underweighting,-0.026102858324216747,0.05883919086995123,1
HH,underweighting,-0.13029428697281353,0.053322407117441926,1
HH,underweighting,0.05015616327968142,0.09268805716735413,1
HH,underweighting,-3.2901906820251016e-4,0.21961402897902838,1
HH,underweighting,0.017906300592698394,0.23573511217029405,1
HH,underweighting,0.10275372001039076,0.11271292775398467,1
HH,underweighting,0.07397082380364234,0.09165977819502688,1
HH,underweighting,0.13758023467123026,-0.032738830444473795,1
HH,underweighting,-0.21791185842745095,0.12003035044028192,1
HH,underweighting,-0.08774670817756457,0.24685445648763443,1
HH,underweighting,-0.30759457682740743,0.017121540816459568,1
HH,underweighting,-0.2617262471397792,0.11748679394556856,1
HH,underweighting,-0.18727657266691775,0.18346931196979985,1
HH,underweighting,-0.13469405234324072,0.5311359691143618,1
HH,underweighting,-0.08746509234994229,-0.17743793441453798,1
HH,underweighting,-0.04509127359440246,0.7492861661206561,0
HH,underweighting,0.0064199348088273146,0.11701929648698943,1
HH,underweighting,-0.08586636947662404,0.34703696507854276,1
HH,underweighting,-0.09748302113175293,0.07712815205942067,1
HH,underweighting,-0.09333598994422247,0.20916912586095124,1
HH,underweighting,-0.3633687157451588,0.2580420693063095,1
HH,underweighting,-0.17867996607897713,0.4374851836342764,1
HH,underweighting,0.16474842766356318,0.3465809227871295,1
HH,underweighting,-0.06010695550690164,0.23146980930888528,1
HH,underweighting,-0.028099253893294505,0.009763310122987088,1
HH,underweighting,-0.3681509540028393,-0.028324770243215617,1
HH,underweighting,-0.5352849121709773,0.045465274780597635,1
HH,underweighting,-0.5216008020643368,0.43396980233679516,1
HH,underweighting,-0.26644301003593834,-0.2413615352812642,0
HH,underweighting,-0.15847521924667768,-0.073567825722275,1
HH,underweighting,-0.30952660483788164,0.40792356229672555,1
HH,underweighting,0.08352342592313616,0.10020022037858323,1
HH,underweighting,0.09264786531935472,0.028628849292311728,1
HH,underweighting,0.1103882994230337,0.16398002563535377,1
HH,underweighting,0.06327655526423681,0.18310419357713037,1
HH,underweighting,0.11567161083550141,0.02208357646648541,1
HH,underweighting,0.06473903616153479,0.3995689064868323,1
HH,underweighting,0.16291889660936187,0.13810843786817492,1
HH,underweighting,0.06889350565530439,0.13041687310194675,1
HH,underweighting,-0.09034554676172463,0.39233036890624634,1
HH,underweighting,-0.08945680844324078,-0.22424076708574922,1
HH,underweighting,-0.018246582285490844,0.5956148653242694,1
HH,underweighting,0.13331440997149505,-0.20533173899980894,1
HH,underweighting,0.1493457350688488,0.45012912808187966,1
HH,underweighting,0.16112127266358792,-0.0066965631099952854,1
HH,underweighting,-0.06502790396097399,-0.01960430712625369,1
HH,underweighting,0.16612564891863657,0.24864315446493415,1
HH,underweighting,-0.11148007497211185,0.07249851960555397,1
HH,underweighting,-0.07518938045381936,0.26103975580956873,1
HH,underweighting,-0.05292133089379397,0.6284525801948214,1
HH,underweighting,0.18804834180670224,0.10484526409777876,1
HH,underweighting,-0.01629996173216209,0.48700688021473815,1
HH,underweighting,0.1383945132822664,0.2710458287013245,1
HH,underweighting,0.0198129539234546,0.25232817649458006,1
HH,underweighting,-0.24986696404072045,-0.11943217798983466,1
HH,underweighting,0.35942506176577976,0.28317586523580185,1
HH,underweighting,0.29034297923556324,0.12085539666868084,1
HH,underweighting,0.20480746608054048,0.12999254174954417,1
HH,underweighting,0.17789449053369824,0.2936055714335653,1
HH,underweighting,0.2153288886364297,-0.02228817982528584,1
HH,underweighting,0.2504930259527406,0.15359120245358307,1
HH,underweighting,-0.14012886208270342,-0.12463125158909842,1
HH,underweighting,0.02879423487563442,-0.3167017055670638,0
HH,underweighting,0.04113700614895114,0.4008768045741457,1
HH,underweighting,0.10481127299193203,-0.06077902207829314,1
HH,underweighting,0.10123483556211471,-0.05450776351595077,1
HH,underweighting,0.08329786995615991,0.833079725568524,0
HH,underweighting,0.09013742939553239,0.24070006531059804,1
HH,underweighting,0.2540812776960467,0.09513246032610113,1
HH,underweighting,0.16907869764722241,0.20587497123354861,1
HH,underweighting,-0.18731349281556353,0.2443253075856161,1
HH,underweighting,0.2961519866025206,0.07230925201810422,1
HH,underweighting,0.4363763510065113,0.10912289186193984,1
HH,underweighting,0.3508366737170245,0.01839627657478471,1
HH,underweighting,0.35997836996179233,0.18624057516267611,1
HH,underweighting,-0.19411775252447608,0.34884943985987327,1
HH,underweighting,0.08010467421929512,0.22790773356219002,1
HH,underweighting,-0.12918756158671785,0.12656519983054337,1
HH,underweighting,0.027746968837683853,-0.1699955428050371,1
HH,underweighting,0.1217224929939997,0.3349449707249852,1
HH,underweighting,-0.24529442507615623,-0.11706912508624698,1
HH,underweighting,-0.057649727308431126,0.2249080884739871,1
HH,underweighting,-0.2512509614001133,0.23687811772395256,1
HH,underweighting,0.0033650821836736966,0.30103204068793776,1
HH,underweighting,0.2781086439188054,0.2463911199809824,1
HH,underweighting,0.05954725755418539,0.29391110320355773,1
HH,underweighting,0.09033916741999491,0.33042190486003736,1
HH,underweighting,0.1002066492402878,0.0230828148694245,1
HH,underweighting,0.08014504569174143,0.8251340544851836,0
HH,underweighting,-0.1932898001317652,0.18005592171354437,1
HH,underweighting,0.27917261324938564,-0.007911576374787998,1
HH,underweighting,0.008833083701355866,0.43032258799900963,1
HH,underweighting,-0.23768346205556068,0.19047600425371788,1
HH,underweighting,0.047234151517550435,0.06890382327246512,1
HH,underweighting,0.0028938967908220285,0.22357777233721302,1
HH,underweighting,0.024692176912886374,0.360587248136763,1
HH,underweighting,0.1367239560324001,0.08638565379556841,1
HH,underweighting,0.15585843870294744,0.4363367697074896,1
HH,underweighting,-0.004889837256010578,0.2956371057139214,1
HH,underweighting,-0.13202804012919098,-0.12147483945125916,1
HH,underweighting,-0.10663509332508499,0.30610428195662326,1
HH,underweighting,-0.23210542257571543,0.16798806279514136,1
HH,underweighting,0.386922535842298,0.07712024947677702,1
HH,underweighting,-0.07331635706225659,0.18826674192690232,1
HH,underweighting,0.08771452003406653,0.13352595158189728,1
HH,underweighting,0.16817994807030115,0.46759097235132324,1
HH,underweighting,0.05281067541882252,0.1996520660163539,1
HH,underweighting,0.13958753394287854,0.314565811078442,1
HH,underweighting,-0.14731079558291868,0.03973706934491012,1
HH,underweighting,-0.24600091749786115,0.332264365121785,1
HH,underweighting,0.012212116580257542,0.23299913120581156,1
HH,underweighting,-0.030940460511298822,0.25739552639321156,1
HH,underweighting,0.024839072318035837,0.03723297527613642,1
HH,underweighting,0.03572916211414233,0.059624652373189764,1
HH,underweighting,-0.30922227523167317,0.6826175044322612,0
HH,underweighting,-0.4513050136768727,0.022272329048087427,1
HH,underweighting,-0.3291484921295287,0.30401602143222306,1
HH,underweighting,-0.2593684408277719,0.15779229900770636,1
HH,underweighting,-0.04976493366755813,0.3650887615326367,1
HH,underweighting,-0.014419720370858247,0.23933239090163355,1
HH,underweighting,-0.40054169814921986,-0.15753498919636974,1
HH,underweighting,-0.3293890650718813,0.025604036556869585,1
HH,underweighting,0.10696443367426169,0.42338957002650585,1
HH,underweighting,-0.18343557437885827,-0.002884639279866371,1
HH,underweighting,0.5032757130327467,0.45681399893816704,1
HH,underweighting,0.5885571761496611,0.184522784599455,1
HH,underweighting,-0.04362467981027511,0.12494741338182398,1
HH,underweighting,-0.13916150349258444,0.2799204399979273,1
HH,underweighting,-0.04482556122748979,-0.1153534954122809,1
HH,underweighting,0.00524937137675629,-0.15469881145395217,1
HH,underweighting,0.15504941844810993,0.03892532585950981,1
HH,underweighting,0.7373740368131899,0.43560475097527357,1
HH,underweighting,-0.19182569173208125,0.35996717095271175,1
HH,underweighting,0.10989175830470088,0.7990249799990576,0
HH,underweighting,0.15632766968640194,0.1194412249350892,1
HH,underweighting,0.032543565049483233,0.09480354549764392,1
HH,underweighting,-0.015723690792633967,0.23319787395668506,1
HH,underweighting,-0.09418320221081675,0.026487804943736083,1
HH,underweighting,0.07117837941156153,0.3303159845220395,1
HH,underweighting,-0.18556465616359075,0.14233960970560425,1
HH,underweighting,-0.40725736125891887,0.1576623956588584,1
HH,underweighting,-0.41973186243211946,0.39624847271484653,1
HH,underweighting,-0.1651584043105494,0.5466441925946134,1
HH,underweighting,-0.05983404470378122,-0.12570551240595526,1
HH,underweighting,0.021249743562992585,0.2526003591075454,1
HH,underweighting,-0.1673918380163289,0.38638036113472907,1
HH,underweighting,-0.36136266794327404,-0.5079548000236823,0
HH,underweighting,-0.17347517960966632,0.6978947766832945,0
HH,underweighting,0.1809957396576254,-0.1643469336466805,1
HH,underweighting,0.14312423284185327,-0.17964344496305001,1
HH,underweighting,0.14529845087124296,-0.1693096977201708,1
HH,underweighting,-0.10819089441635746,0.017539512051052766,1
HH,underweighting,-0.19728614442469752,0.13876535907052975,1
HH,underweighting,-0.235773175704099,-0.026162371807022883,1
HH,underweighting,-0.12862823237767446,0.44662325088598853,1
HH,underweighting,-0.22963262743875917,0.18167153445642417,1
HH,underweighting,0.07065821140588813,0.4010184413552403,1
HH,underweighting,-0.009174470138899377,0.15347854491547477,1
HH,underweighting,0.02743963932818869,0.24346592002747783,1
HH,underweighting,0.054712007067126235,-0.19197864879972304,1
HH,underweighting,0.05159873532472984,0.027821469127163274,1
HH,underweighting,0.07661081536897048,0.21356526369992593,1
HH,underweighting,0.2508326799316009,0.16281305797731138,1
HH,underweighting,0.014917555329932332,0.6255844929164339,1
HH,underweighting,0.19172028585920614,-0.2242278152352023,1
HH,underweighting,-0.1343186347363598,0.0251816649745552,1
HH,underweighting,0.26071855463771165,0.3318648779310173,1
HH,underweighting,0.20469250952876494,0.08626835839877703,1
HH,underweighting,0.1726342007319617,0.3134297298730993,1
HH,underweighting,0.008274473834735823,0.2847895559477153,1
HH,underweighting,-0.16802001018600654,0.1728317192985997,1
HH,underweighting,-0.05978351694589199,0.248750201865202,1
HH,underweighting,-0.06487302906590697,0.1885587370588929,1
HH,underweighting,0.010845908267915962,0.0028563181789766057,1
HH,underweighting,-0.07091941983434348,-0.040077680880700677,1
HH,underweighting,0.057417492406956344,-0.13369520235970234,1
HH,underweighting,0.08264760808657491,0.5478327003234296,1
HH,underweighting,0.08980366406592294,0.6113664107273725,1
HH,underweighting,0.003971728271655484,-0.02043669050970603,1
HH,underweighting,-0.022230762362569798,0.1406664319338292,1
HH,underweighting,-0.09852123287483602,0.11664608669164071,1
HH,underweighting,0.10579098118265219,0.1699441529307046,1
HH,underweighting,-0.2905070591418343,0.23999492219285962,1
HH,underweighting,-0.17853706124384044,0.4567195509995716,1
HH,underweighting,0.17717508610843152,-0.14207844034403833,1
HH,underweighting,0.022424788604523186,0.2552009175883702,1
HH,underweighting,0.2783481173177095,-0.07413882833566784,1
HH,underweighting,0.5023792338977653,0.7876098676142007,0
HH,underweighting,0.23391291136054454,0.35088976297580976,1
HH,underweighting,0.4165125540200454,0.2864825087044623,1
HH,underweighting,0.2425946151219463,0.23430300576253513,1
HH,underweighting,-0.36865680441744375,0.16563952474437896,1
HH,underweighting,-0.26497762100413436,-0.06155360324315943,1
HH,underweighting,0.14653950830507265,0.0659768457068395,1
HH,underweighting,-0.30042516284724363,0.08873605075494105,1
HH,underweighting,-0.06558905823688399,0.43386740448412414,1
HH,underweighting,-0.0590876954303392,-0.14098830273909674,1
HH,underweighting,0.07366071167386753,0.3905412570219996,1
HH,underweighting,-0.2261856222921805,0.05823043950604962,1
HH,underweighting,-0.20858403270849166,0.30943572101573497,1
HH,underweighting,-0.3863520578155219,-0.029022128599233563,1
HH,underweighting,0.026136676463705776,0.17991144606524956,1
HH,underweighting,-0.003904126291910772,0.15646038985757518,1
HH,underweighting,0.045829618917197036,0.002703429192087162,1
HH,underweighting,-0.24266236880854355,0.25487109937995994,1
HH,underweighting,0.06228054076773963,-0.16131420891124965,1
HH,underweighting,-0.23919677462115513,0.03698211508686976,1
HH,underweighting,-0.3395847643821356,0.08963033661205676,1
HH,underweighting,-0.057029987703069496,-0.1646976456416353,1
HH,underweighting,-0.15026635395440494,0.3742627820560648,1
HH,underweighting,-0.23937597257127333,-0.06610026648014018,1
HH,underweighting,-0.1720170265604357,0.12913815695396494,1
HH,underweighting,-0.007396303173138695,0.2279359127269434,1
HH,underweighting,0.04000324060209193,-0.0023928166264465755,1
HH,underweighting,-0.13698955101803229,0.1510333715834813,1
HH,underweighting,-0.22144050482461725,-0.07772941302728935,1
HH,underweighting,-0.24364314373922055,0.16435086272271873,1
HH,underweighting,0.1822515730309099,0.006807504259465662,1
HH,underweighting,0.29447457680891526,0.05986714195589367,1
HH,underweighting,-0.14289904862197272,0.0838515188355705,1
HH,underweighting,-0.14987492243708106,0.6096916636790259,1
HH,underweighting,-0.20187943816210543,-0.04327739386204168,1
HH,underweighting,-0.25180756254378356,-0.05537877363590328,1
HH,underweighting,-0.11315859519971135,0.11589497155706793,1
HH,underweighting,-0.5418399920292133,-0.13590535920349697,1
HH,underweighting,-0.5004147423656351,0.0387165420791378,1
HH,underweighting,-0.12527773479253293,0.10502062715689466,1
HH,underweighting,-0.3430982713750041,-0.4704459679465432,0
HH,underweighting,-0.08077522864768656,-0.01155812957918559,1
HH,underweighting,-0.0643516204927584,0.2451543275369283,1
HH,underweighting,-0.14054687677630112,0.4072189009193869,1
HH,underweighting,0.005927947585963415,0.37769878562934855,1
HH,underweighting,-0.012048514691792613,0.30074338584561394,1
HH,underweighting,-0.18566010238263891,-0.12073603707026484,1
HH,underweighting,-0.06294102274193279,-0.24568498718659404,0
HH,underweighting,-0.059853203294943376,-0.10551459288112436,1
HH,underweighting,-0.18089228237303168,-0.0013744253813317325,1
HH,underweighting,0.024065637710355706,0.4856234006437515,1
HH,underweighting,-0.02417633515228512,0.2916693941743747,1
HH,underweighting,-0.29697117678634904,-0.14879049523337365,1
HH,underweighting,0.23593334872588337,1.0236889528586304,0
HH,underweighting,-0.10666013214525484,-0.14728776784385325,1
HH,underweighting,0.063750439554725,0.2297037461731165,1
HH,underweighting,-0.031607699978347156,0.15845857147069986,1
HH,underweighting,0.040903494362173776,0.16958387921588464,1
HH,underweighting,0.08044507593917168,0.13299781364996116,1
HH,underweighting,-0.3130943343511647,0.029759032531296872,1
HH,underweighting,-0.1251164442069097,0.3350394170822288,1
HH,underweighting,-0.13255941921530606,-0.5816577608280976,0
HH,underweighting,-0.06659824285879311,0.2557013529977268,1
HH,underweighting,-0.07562435804348418,-0.06532116163103859,1
HH,underweighting,-0.05230929181733991,0.35748130759778424,1
HH,underweighting,0.03055608774259955,0.2991314968767032,1
HH,underweighting,-0.021759708088660776,0.06186965199131064,1
HH,underweighting,-0.05086463291134241,0.16655288610090133,1
HH,underweighting,0.17516096422503455,0.17113503577836828,1
HH,underweighting,-0.018330837872332452,0.39537525629140724,1
HH,underweighting,0.03143481449361572,-0.14275100487541925,1
HH,underweighting,0.13190325670590952,0.09053010393999013,1
HH,underweighting,-0.038566960501911114,0.40985833618583384,1
HH,underweighting,-0.013915991907348544,0.19632123064466905,1
HH,underweighting,0.008152097091194122,-0.00921244782978326,1
HH,underweighting,0.4145051319731129,0.12990730413939494,1
HH,underweighting,0.18201543809577195,0.30422195655653644,1
HH,underweighting,0.22295028765727942,-0.02133163233396636,1
HH,underweighting,0.07976012277416797,0.2894991654642377,1
HH,underweighting,0.05294604582336791,0.13344455425870513,1
HH,underweighting,0.17414849157272932,-0.38807655825336734,0
HH,underweighting,0.07261419045411457,0.10298527343718325,1
HH,underweighting,-0.04715775987735512,0.06426640049081622,1
HH,underweighting,-0.1504419343912593,0.11823149679194293,1
HH,underweighting,-0.16823318766559422,0.10796853094912628,1
HH,underweighting,-0.041219792590633166,0.15552956658463077,1
HH,underweighting,0.30694843435031494,0.405354841943086,1
HH,underweighting,-0.37812506848656774,-0.03885325172931805,1
HH,underweighting,-0.296259727739521,1.244312863969197,0
HH,underweighting,-0.09001418625505626,0.5149243540440469,1
HH,underweighting,-0.014554223444277543,0.4709214173054489,1
HH,underweighting,0.14607754991841465,0.4313111585645427,1
HH,underweighting,0.033119069471529164,0.05509319219638194,1
HH,underweighting,0.08397990435195207,0.5690774337544786,1
HH,underweighting,-0.03827238284322495,0.6723262422046308,0
HH,underweighting,0.2708679832651274,0.5414540255087503,1
HH,underweighting,0.1610303901810355,-0.07244145573707293,1
